,Princeton University,Harvard University,University of Chicago,Yale University,Columbia University,Stanford University,Massachusetts Institute of Technology,Duke University,University of Pennsylvania,Johns Hopkins University,Dartmouth College,California Institute of Technology,Northwestern University,Brown University,Cornell University,Rice University,University of Notre Dame,Vanderbilt University,Washington University in St. Louis,Emory University,Georgetown University,University of California- Berkeley,University of Southern California,Carnegie Mellon University,University of California- Los Angeles,University of Virginia,Tufts University,University of Michigan- Ann Arbor,Wake Forest University,University of North Carolina- Chapel Hill,Boston College,College of William & Mary,University of Rochester,Brandeis University,Georgia Institute of Technology,New York University,Case Western Reserve University,University of California- Santa Barbara,Boston University,Northeastern University,Rensselaer Polytechnic Institute,Tulane University,University of California- Irvine,Lehigh University,University of California- Davis,University of California- San Diego,University of Illinois- Urbana Champaign,University of Miami,University of Wisconsin- Madison,Pennsylvania State University- University Park,Pepperdine University,University of Florida,Villanova University,Ohio State University- Columbus,University of Washington,George Washington University,Southern Methodist University,University of Georgia,University of Texas- Austin,Fordham University,Purdue University-West Lafayette,Syracuse University,University of Connecticut,University of Maryland College Park,Worcester Polytechnic Institute,Clemson University,Yeshiva University,Brigham Young University- Provo,University of Pittsburgh,Rutgers University- New Brunswick,Baylor University,Stevens Institute of Technology,University of Minnesota- Twin Cities,American University,Clark University,Texas A&M University- College Station,University of Massachusetts- Amherst,Virginia Tech,Miami University- Oxford,University of California- Santa Cruz,University of Delaware,Colorado School of Mines,Michigan State University,Texas Christian University,University of Iowa,Binghamton University- SUNY,Indiana University- Bloomington,Marquette University,University of Denver,University of San Diego,University of Tulsa,Florida State University,North Carolina State University- Raleigh,University of Vermont,Drexel University,Saint Louis University,Stony Brook University- SUNY,Auburn University,Loyola University Chicago,SUNY College of Environmental Science and Forestry,University at Buffalo- SUNY,Illinois Institute of Technology,University of Alabama,University of Oregon,University of Tennessee,Rochester Institute of Technology,University of New Hampshire,University of San Francisco,University of South Carolina,Iowa State University,University of Dayton,University of Missouri,University of Nebraska- Lincoln,University of Oklahoma,University of the Pacific,University of Utah,Michigan Technological University,Seton Hall University,Temple University,University of California- Riverside,University of Kansas,University of St Thomas,The Catholic University of America,DePaul University,Duquesne University,Howard University,University of Arizona,Arizona State University- Tempe,Clarkson University,Colorado State University,New School,Hofstra University,University of Kentucky,Kansas State University,Louisiana State University- Baton Rogue,Mercer University,New Jersey Institute of Technology,Rutgers University- Newark,University of Arkansas,University of Cincinnati,University of Mississippi,George Mason University,Oregon State University,Washington State University,Adelphi University,Ohio University,San Diego State University,St John Fisher College,University at Albany- SUNY,University of Texas- Dallas,Illinois State University,Immaculata University,Oklahoma State University,University of California- Merced,University of Illinois- Chicago,University of La Verne,University of Massachusetts- Lowell,Seattle Pacific University,University of Alabama- Birmingham,University of Maryland- Baltimore County,University of Rhode Island,University of South Florida,Biola University,Maryville University of St. Louis,Missouri University of Science & Technology,St. John's University,Virginia Commonwealth University,Union University,University of Hawaii- Manoa,Edgewood College,Florida Institute of Technology,University of Idaho,University of Louisville,University of Wyoming,Ball State University,Lipscomb University,Mississippi State University,Montclair State University,Texas Tech University,University of Central Florida,University of New Mexico,Andrews University,Azusa Pacific University,University of Maine,West Virginia University,Widener University,Kent State University,North Dakota State University,Pace University,Robert Morris University,Suffolk University,University of Hartford,Bowling Green State University,University of Houston,Western Michigan University,Indiana University- Purdue University- Indianapolis,Lesley University,University of Alabama- Huntsville,University of Colarado- Denver,California State University- Fullerton,Central Michigan University,Louisiana Tech University,South Dakota State University,University of Alaska- Fairbanks,University of North Carolina- Charlotte,University of North Dakota,University of South Dakota,East Carolina University,Montana State University,Old Dominion University,University of Missouri- Kansas City,Ashland University,Dallas Baptist University,Northern Illinois University,Nova Southeastern University,Southern Illinois University- Carbondale,University of Montana,Benedictine University,California State University- Fresno,Gardner Webb University,New Mexico State University,Shenandoah University,Tennessee Technological University,University of Massachusetts- Boston,University of Massachusetts- Dartmouth,University of Missouri- St. Louis,University of North Carolina- Greensboro,University of Southern Mississippi,Utah State University
History (other),,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,x,,x,,x,,x,"Music Performance, General",,Applied Mathematics,,,Philosophy,"Drama and Dramatics/Theater Arts, General",,,,Urban Studies/Affairs,,"Apparel and Textiles, General",,"Economics, General",,Public Policy Analysis,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History and Philosophy,,x,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,x,,,x,,x,x,,,x,,,x,x,Music Theory and Composition,,Financial Mathematics,,,"Atmospheric Sciences and Meteorology, General",Film/Cinema Studies,,,,"Art History, Criticism and Conservation",,Child Care Provider/Assistant,,Geography,,Social Work,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horticulture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,x,,,,,,,,,,,,,,,"Music, General",,"Mathematics, General",,,"Chemistry, General","Fine/Studio Arts, General",,,,"Art/Art Studies, General",,Child Development,,International Relations and Affairs,,Computer Forensics,,,,,,,,x,x,,,,x,,,,,,,x,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospitality Administration/Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,Piano and Organ,,"Statistics, General",,,"Geology/Earth Science, General","Music Performance, General",,,,Commercial and Advertising Art,,Family and Community Services,,"Political Science and Government, General",,Criminal Justice/Safety Studies,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hotel, Restaurant, and Institutional Management",,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,x,Technical Theater/Theater Design and Technology,,Cognitive Science,,,Geophysics and Seismology,"Music, General",,,,"Drama and Dramatics/Theater Arts, General",,"Human Development and Family Studies, General",,Sociology,,Anthropology,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Development and Family Studies,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,x,,x,,,,,x,,,x,,,,x,,,,,x,x,x,,,Mathematics and Computer Science,,,Hydrology and Water Resources Science,Technical Theater/Theater Design and Technology,,,,Fashion/Apparel Design,,Human Nutrition,,"Art History, Criticism and Conservation",,"Economics, General",,,,,,,x,,x,,,x,x,,,,,x,x,x,,x,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humanities,,x,x,x,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,,x,,,,,,,x,,,x,,x,,,,,,,x,x,,,,,,,,Nutrition Sciences,,,"Oceanography, Chemical and Physical",,,,,"Fine/Studio Arts, General",,Arabic Language and Literature,,"Art/Art Studies, General",,Geography,,,,,,,x,,,,,,,,,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Rights,,,x,,,,,,,,,,,,,,,,,,,,x,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,x,,,,,,,,,,,Environmental Science,,,"Physics, General",,,,,"Music Performance, General",,Chinese Language and Literature,,Cinematography and Film/Video Production,,International Relations and Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immunology,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,x,x,,x,,,Fishing and Fisheries Sciences and Management,,,Community Psychology,,,,,Music Theory and Composition,,French Language and Literature,,"Dance, General",,"Political Science and Government, General",,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual and Family Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,Natural Resources Management and Policy,,,Counseling Psychology,,,,,"Music, General",,German Language and Literature,,Directing and Theatrical Production,,"Social Sciences, General",,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial Engineering,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,x,,,,,x,x,,,x,,,x,,x,x,,,,,,,,,,x,x,,,,,x,,,,,"Natural Resources/Conservation, General",,,Educational Psychology,,,,,Piano and Organ,,"Hispanic and Latin American Languages, Literatures, and Linguistics, General",,"Drama and Dramatics/Theater Arts, General",,Sociology,,,,,,,x,x,,,,,x,,,x,,,,x,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information Sciences and Technology,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,x,x,,,x,,,x,,,,,,,x,,,,,,,,,x,,x,,,x,,,Wood Science and Wood Products/Pulp and Paper Technology,,,Industrial and Organizational Psychology,,,,,Technical Theater/Theater Design and Technology,,Japanese Language and Literature,,Film/Cinema Studies,,"Art History, Criticism and Conservation",,,,,,,x,,,x,x,x,x,x,,,x,,,,x,x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interdisciplinary Humanities,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,x,,,,,x,,,,,x,,,,,x,,x,,,x,,,,"Parks, Recreation and Leisure Studies",,,"Psychology, General",,,,,"Theatre Literature, History and Criticism",,Linguistics,,"Music, General",,"Art/Art Studies, General",,,,,,,x,x,x,,x,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interior Design,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,x,,x,,,Sport and Fitness Administration/Management,,,School Psychology,,,,,"Visual and Performing Arts, General",,"Romance Languages, Literatures, and Linguistics, General",,Playwriting and Screenwriting,,Arts Management,,,,,,,x,,,,,,x,,,,,x,x,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,"Funeral Service and Mortuary Science, General",,,Public Administration,,,,,Voice and Opera,,Russian Language and Literature,,Technical Theater/Theater Design and Technology,,Ballet,,,,,,,,,,,,,,,,,,,,,,,X,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Studies,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,x,,,,,,x,x,,,,,x,x,,,,,,,x,x,,x,x,x,x,x,,,x,,,,x,,,,,,Jewish/Judaic Studies,,,Nuclear/Nuclear Power Technology/Technician,,,,,,,Spanish Language and Literature,,,,Brass Instruments,,,,,,,x,x,,,,,x,,,x,,x,x,,x,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jazz Studies,x,,,,,,,,,,,,,,,,,,,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,x,,,,,,,x,,,,,Philosophy,,,Forensic Science and Technology,,,,,,,Athletic Training/Trainer,,,,"Dance, General",,,,,,,x,,,,,x,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewish/Judaic Studies,x,,x,x,,,,,,,,,,,,,,,,,,,x,,,,x,x,x,x,,,,x,,,,,,x,,x,,,,,,,,,,x,,x,,x,,,x,,,,x,,,,,,,,Religion/Religious Studies,,,Anthropology,,,,,,,Audiology/Audiologist and Speech-Language Pathology/Pathologist,,,,"Design and Visual Communications, General",,,,,,,,,x,,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journalism,,,x,,,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,,x,,,x,,,x,x,,,,x,,,x,x,x,,x,,,x,,,,,,,,x,,x,x,x,x,x,,,Astrophysics,,,Archeology,,,,,,,Clinical Laboratory Science/Medical Technology/Technologist,,,,"Drama and Dramatics/Theater Arts, General",,,,,,,,x,,,,x,x,,,,,,x,x,x,,,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinesiology,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,x,,,,,,,x,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,x,,,Atomic/Molecular Physics,,,Cartography,,,,,,,Clinical/Medical Social Work,,,,Fashion/Apparel Design,,,,,,,,,,,,,,,,,,,,x,,x,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landscape Architecture,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,x,,,,,,,,,,,,,,,,,x,,x,,,,,x,,,,,,,,,,,,,,,,,"Chemistry, General",,,Econometrics and Quantitative Economics,,,,,,,"Communication Disorders, General",,,,"Fine/Studio Arts, General",,,,,,,,x,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin American Studies,x,,x,x,,,,,,,,,,,,,,,,,,,x,,x,x,x,x,,x,,x,x,x,,x,,,x,,,,,,,x,x,,x,,,x,x,x,x,x,,x,,,x,,x,,,x,,,,,"Geology/Earth Science, General",,,"Economics, General",,,,,,,Dietetics/ Dietitian (RD),,,,Game design/development,,,,,,,x,,x,,x,x,x,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linguistics,x,x,x,x,,,,,,,,,,,,,,,,,,,x,x,,,x,x,x,,x,x,x,x,,x,,x,,x,,,x,,x,x,x,x,x,,,x,,x,,,,,x,x,,x,x,,x,,x,,,,"Physics, General",,,Geography,,,,,,,"Nursing - Registered Nurse Training (RN, ASN, BSN, MSN)",,,,Interior Design,,,,,,,x,x,x,,,x,x,,,x,x,,x,x,,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afrikaans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,Developmental and Child Psychology,,,International Relations and Affairs,,,,,,,Nursing Practice,,,,"Music Performance, General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkadian,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,x,x,x,x,,,,,Educational Psychology,,,"Political Science and Government, General",,,,,,,"Nursing Science (MS, PhD)",,,,"Music, General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASL,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,"Psychology, General",,,Sociology,,,,,,,Pre-Medicine/Pre-Medical Studies,,,,Musical Theater,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amharic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,"Human Services, General",,,Marine Science/Merchant Marine Officer,,,,,,,Pre-Veterinary Studies,,,,Musicology and Ethnomusicology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anatolian Languages,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,x,,,,Public Administration,,,"Drama and Dramatics/Theater Arts, General",,,,,,,"Public Health, General (MPH, DPH)",,,,Percussion Instruments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic,,,x,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,Public Policy Analysis,,,Intermedia/Multimedia,,,,,,,Speech-Language Pathology/Pathologist,,,,Piano and Organ,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramaic,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,Social Work,,,"Music, General",,,,,,,Veterinary/Animal Health Technology/Technician and Veterinary Assistant,,,,"Violin, Viola, Guitar and Other Stringed Instruments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenian,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,Anthropology,,,"Visual and Performing Arts, General",,,,,,,Vocational Rehabilitation Counseling/Counselor,,,,Voice and Opera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahasa Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,Applied Economics,,,,,,,,,,"History, General",,,,Woodwind Instruments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bamana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,x,,,,,,,Cartography,,,,,,,,,,Pre-Law Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengali,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,x,,,,,x,,,,,Criminology,,,,,,,,,,Humanities/Humanistic Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnian,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,x,,,,,,,Econometrics and Quantitative Economics,,,,,,,,,,Applied Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verdean Creole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,x,,,"Economics, General",,,,,,,,,,Computational Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalan,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,x,,x,,x,,,,Geography,,,,,,,,,,"Mathematics, General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chichewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,,,,,,,International Relations and Affairs,,,,,,,,,,"Statistics, General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,,,x,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,x,x,x,x,,,x,x,,,,x,x,x,,,,,,,,x,x,,x,,,,x,,,,,,,,,,,"Political Science and Government, General",,,,,,,,,,Biological and Physical Sciences,,,,,,,,,,,x,,x,x,x,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatian,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,Sociology,,,,,,,,,,International/global studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
